tcp,private,REJ,0,229,0,1,0.04,0.06,255,10,0.04,0.06,0,0,1,neptune
tcp,private,REJ,0,136,0,1,0.01,0.06,255,1,0,0.06,0,0,1,neptune
tcp,ftp_data,SF,0,1,0,0,1,0,134,86,0.61,0.04,0.61,0,0,normal
icmp,eco_i,SF,0,1,0,0,1,0,3,57,1,0,1,0,0,saint
tcp,telnet,RSTO,0,1,0.12,0.5,1,0,29,86,0.31,0.17,0.03,0,0.83,mscan
tcp,http,SF,1,4,0,0,1,0,155,255,1,0,0.01,0.01,0,normal
tcp,smtp,SF,1,1,0,0,1,0,255,28,0.11,0.72,0,0,0.72,normal
tcp,telnet,SF,0,1,0,0,1,0,255,255,1,0,0,0.01,0.02,guess_passwd
tcp,http,SF,1,33,0,0,1,0,151,255,1,0,0.01,0,0,normal
tcp,ftp,SF,0,1,0,0,1,0,52,26,0.5,0.08,0.02,0,0,guess_passwd
tcp,telnet,SF,0,1,0,0,1,0,255,128,0.5,0.01,0,0,0.66,mscan
tcp,smtp,SF,1,1,0,0,1,0,255,129,0.51,0.03,0,0,0.33,normal
tcp,private,REJ,0,111,0,1,0.02,0.07,255,2,0.01,0.07,0,0,1,neptune
tcp,telnet,S0,0,120,1,0,1,0,235,171,0.73,0.07,0,0.69,0.02,neptune
tcp,telnet,SF,1,1,0,0,1,0,38,73,0.16,0.05,0.03,0,0,normal
tcp,http,SF,1,8,0,0,1,0,71,255,1,0,0.01,0,0,normal
tcp,http,SF,1,24,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,http,SF,1,16,0,0,1,0,35,255,1,0,0.03,0,0,normal
udp,private,SF,0,505,0,0,1,0,255,255,1,0,1,0,0,normal
tcp,private,REJ,0,204,0,1,0.09,0.07,255,18,0.07,0.07,0,0,1,neptune
tcp,ldap,REJ,0,118,0,1,0.16,0.05,255,19,0.07,0.05,0,0,1,neptune
tcp,pop_3,S0,0,1,1,0,1,0,255,87,0.34,0.01,0.01,1,0,mscan
tcp,http,SF,1,17,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,http,SF,1,17,0,0,1,0,36,255,1,0,0.03,0,0,normal
tcp,courier,REJ,0,116,0,1,0.07,0.07,255,8,0.03,0.06,0,0,1,neptune
tcp,discard,RSTO,0,273,0,1,0.05,0.06,255,13,0.05,0.06,0,0,1,neptune
tcp,http,SF,1,22,0,0,1,0,180,255,1,0,0.01,0,0,normal
tcp,http,SF,1,7,0,0,1,0,255,255,1,0,0,0,0,normal
icmp,ecr_i,SF,0,511,0,0,1,0,46,59,1,0,1,0,0,smurf
udp,private,SF,0,511,0,0,1,0,255,255,1,0,0.83,0,0,normal
tcp,http,RSTR,1,12,0,1,1,0,241,238,0.99,0.01,0,0,0.07,apache2
tcp,smtp,SF,1,1,0,0,1,0,158,82,0.52,0.06,0.01,0.01,0,normal
tcp,http,SF,1,15,0,0,1,0,20,255,1,0,0.05,0.05,0,normal
udp,private,SF,0,40,0,0,0.08,0.38,255,3,0.01,0.58,0.99,0,0.01,normal
tcp,private,REJ,0,483,0,1,0,1,255,1,0,1,0,0,0.96,satan
tcp,imap4,RSTO,0,2,0,1,0.5,1,185,59,0.24,0.03,0.01,0.01,0.89,mscan
tcp,http,SF,1,11,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,ftp,SF,1,1,0,0,1,0,53,27,0.51,0.08,0.02,0,0,buffer_overflow
udp,domain_u,SF,0,113,0,0,1,0,255,254,1,0.01,0,0,0,normal
tcp,ftp_data,SF,0,15,0,0,1,0,203,114,0.38,0.01,0.38,0,0,normal
tcp,private,S0,0,144,1,0,0.06,0.06,255,8,0.03,0.06,0,1,0,neptune
tcp,http,SF,1,13,0,0,1,0,13,255,1,0,0.08,0,0,normal
tcp,http,SF,1,29,0.05,0,1,0,29,255,1,0,0.03,0.03,0,normal
tcp,http,SF,1,49,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,mtp,REJ,0,266,0,1,0.03,0.06,255,8,0.03,0.06,0,0,1,neptune
tcp,http,SF,1,8,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,systat,S0,0,281,1,0,0.02,0.06,255,6,0.02,0.07,0,1,0,neptune
tcp,http,SF,1,4,0,0,1,0,255,250,0.98,0.01,0,0,0.06,back
tcp,telnet,S0,0,1,0.33,0.67,1,0,91,86,0.34,0.03,0.01,1,0,mscan
udp,private,SF,0,68,0,0,1,0,255,255,1,0,0.26,0,0,normal
tcp,http,SF,1,3,0,0,1,0,3,156,1,0,0.33,0,0,normal
tcp,http,SF,1,1,0,0,1,0,255,241,0.95,0.02,0,0,0,normal
tcp,iso_tsap,REJ,0,239,0,1,0.03,0.06,255,7,0.03,0.07,0,0,1,neptune
tcp,private,REJ,0,201,0,1,0.01,0.08,255,3,0.01,0.08,0,0,1,neptune
tcp,ftp,SF,1,1,0,0,1,0,255,37,0.15,0.02,0,0,0.44,warezmaster
tcp,http,SF,1,1,0,0,1,0,21,255,1,0,0.05,0,0,normal
tcp,imap4,REJ,0,280,0,1,0.03,0.06,255,8,0.03,0.06,0,0,1,neptune
udp,private,SF,0,2,0,0,1,0,9,9,1,0,0.11,0,0,snmpgetattack
tcp,telnet,SF,0,1,0,0,1,0,255,217,0.85,0.03,0,0.33,0.12,processtable
tcp,http,SF,1,8,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,pop_3,SF,1,1,0,0,1,0,255,249,0.98,0.02,0,0,0,guess_passwd
tcp,ftp_data,SF,0,2,0,0,1,0,7,10,0.86,0.29,0.86,0,0,warezmaster
tcp,http,SF,1,3,0,0,1,0,255,197,0.77,0.02,0,0,0,normal
tcp,http,SF,1,2,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,other,REJ,0,412,0,1,0,1,255,1,0,0.96,0,0.1,0.89,satan
tcp,http,SF,1,30,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,telnet,REJ,0,4,0,1,0.25,1,106,85,0.29,0.05,0.01,0.02,0.91,mscan
tcp,private,REJ,0,109,0,1,0.12,0.06,255,13,0.05,0.07,0,0,1,neptune
tcp,smtp,S0,0,114,1,0,0.01,0.06,255,1,0,0.05,0,1,0,neptune
tcp,http,SF,1,19,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,private,REJ,0,216,0,1,0.06,0.06,255,14,0.05,0.07,0,0,1,neptune
tcp,smtp,SF,1,1,0,0,1,0,61,146,0.8,0.07,0.02,0,0,normal
tcp,http,SF,1,2,0,0,1,0,10,255,1,0,0.1,0,0,normal
tcp,http,SF,1,8,0,0,1,0,85,253,1,0,0.01,0,0,normal
tcp,csnet_ns,REJ,0,251,0,1,0.01,0.06,255,3,0.01,0.06,0,0,1,neptune
tcp,http,SF,1,1,0,0,1,0,40,255,1,0,0.03,0,0,normal
tcp,http,SF,1,11,0,0,1,0,81,255,1,0,0.01,0,0,normal
tcp,telnet,SF,0,1,0,0,1,0,255,67,0.26,0.03,0,0,0.11,processtable
tcp,http,SF,1,2,0,0,1,0,7,255,1,0,0.14,0,0,normal
tcp,http,SF,1,24,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,private,REJ,0,267,0,1,0.07,0.06,255,19,0.07,0.06,0,0.01,0.99,neptune
tcp,private,REJ,0,231,0,1,0.03,0.07,255,6,0.02,0.07,0,0,1,neptune
icmp,ecr_i,SF,0,1,0,0,1,0,1,25,1,0,1,0,0,pod
tcp,http,SF,1,4,0,0,1,0,4,251,1,0,0.25,0,0,normal
tcp,http,SF,1,26,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,http,SF,1,5,0,0,1,0,69,255,1,0,0.01,0,0,normal
tcp,finger,RSTO,0,58,0,1,0.33,0.07,255,62,0.24,0.11,0,0,1,neptune
tcp,pop_3,RSTO,1,3,0,1,0.33,1,189,60,0.24,0.03,0.01,0,0.88,mscan
tcp,http,SF,1,3,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,ftp_data,SF,0,1,0,0,1,0,36,7,0.19,0.11,0.19,0,0,normal
tcp,http,SF,1,14,0,0,1,0,14,255,1,0,0.07,0,0,normal
tcp,http,SF,1,8,0,0,1,0,255,255,1,0,0,0,0,normal
tcp,private,REJ,0,103,0,1,0.04,0.06,255,4,0.02,0.06,0,0,1,neptune
tcp,other,REJ,0,1,0,1,1,0,255,13,0.05,0.02,0,0,0.06,httptunnel
